event_id,employee_id,event_type,event_date,event_value,remarks
1622,EMP328,Contract Renewal,05-09-2023,6 months extension,First renewal review
1623,EMP328,Appraisal,07-03-2024,14.7%,Annual appraisal cycle
1624,EMP328,Resigned,07-08-2024,Resigned,Budget cut
1625,EMP329,Bench Start,21-06-2023,5 days,Client Budget Hold
1626,EMP329,Bench End,26-06-2023,5 days on bench,Deployment commenced
1627,EMP329,Deployed,26-06-2023,Altovex Systems,Initial deployment
1628,EMP329,Contract Closure,23-12-2023,Project ended,Budget Cut
1629,EMP329,Appraisal,20-06-2024,12.1%,Annual appraisal cycle
1630,EMP329,Contract Renewal,20-06-2024,6 months extension,Second renewal review
1631,EMP330,Deployed,28-03-2023,Altovex Systems,Deployed on joining date
1632,EMP330,Contract Renewal,24-09-2023,6 months extension,First renewal review
1633,EMP330,Appraisal,27-03-2024,9.6%,Annual appraisal cycle
1634,EMP330,Resigned,25-09-2023,Resigned,Budget cut
1635,EMP331,Bench Start,22-08-2023,1 days,Role Redefinition
1636,EMP331,Bench End,23-08-2023,1 days on bench,Deployment commenced
1637,EMP331,Deployed,23-08-2023,Brackenfield Bank,Initial deployment
1638,EMP331,Contract Renewal,19-02-2024,6 months extension,First renewal review
1639,EMP331,Bill Rate Revision,22-08-2024,USD 15.02,Annual rate revision
1640,EMP331,Contract Renewal,17-08-2024,6 months extension,Second renewal review
1641,EMP332,Bench Start,02-06-2023,11 days,Visa Processing
1642,EMP332,Bench End,13-06-2023,11 days on bench,Deployment commenced
1643,EMP332,Deployed,13-06-2023,Orenvast Bank,Initial deployment
1644,EMP332,Contract Closure,10-12-2023,Project ended,Budget Cut
1645,EMP332,Appraisal,01-06-2024,13.0%,Annual appraisal cycle
1646,EMP332,Resigned,09-09-2024,Resigned,Personal reasons
1647,EMP333,Bench Start,10-01-2023,4 days,Role Redefinition
1648,EMP333,Bench End,14-01-2023,4 days on bench,Deployment commenced
1649,EMP333,Deployed,14-01-2023,Luminae Financial,Initial deployment
1650,EMP333,Contract Renewal,13-07-2023,6 months extension,First renewal review
1651,EMP333,Appraisal,10-01-2024,13.5%,Annual appraisal cycle
1652,EMP333,Released,02-09-2023,Released,Personal reasons
1653,EMP334,Bench Start,12-07-2023,3 days,Documentation Pending
1654,EMP334,Bench End,15-07-2023,3 days on bench,Deployment commenced
1655,EMP334,Deployed,15-07-2023,Altovex Systems,Initial deployment
1656,EMP334,Contract Renewal,11-01-2024,6 months extension,First renewal review
1657,EMP334,Appraisal,11-07-2024,7.0%,Annual appraisal cycle
1658,EMP334,Released,01-06-2024,Released,Personal reasons
1659,EMP335,Deployed,13-01-2024,Zephryn Technologies,Deployed on joining date
1660,EMP335,Contract Closure,11-07-2024,Project ended,Client Decision
1661,EMP336,Bench Start,14-11-2023,5 days,Documentation Pending
1662,EMP336,Bench End,19-11-2023,5 days on bench,Deployment commenced
1663,EMP336,Deployed,19-11-2023,Zephryn Technologies,Initial deployment
1664,EMP336,Contract Closure,17-05-2024,Project ended,Budget Cut
1665,EMP336,Appraisal,13-11-2024,11.1%,Annual appraisal cycle
1666,EMP336,Contract Closure,13-11-2024,Project ended,Client Decision
1667,EMP337,Bench Start,18-03-2024,6 days,Client BGV Delay
1668,EMP337,Bench End,24-03-2024,6 days on bench,Deployment commenced
1669,EMP337,Deployed,24-03-2024,Altovex Systems,Initial deployment
1670,EMP337,Contract Closure,20-09-2024,Project ended,Client Decision
1671,EMP338,Bench Start,15-02-2023,1 days,Role Redefinition
1672,EMP338,Bench End,16-02-2023,1 days on bench,Deployment commenced
1673,EMP338,Deployed,16-02-2023,Orenvast Bank,Initial deployment
1674,EMP338,Contract Renewal,15-08-2023,6 months extension,First renewal review
1675,EMP338,Contract Renewal,11-02-2024,6 months extension,Second renewal review
1676,EMP338,Converted to FTE,11-09-2023,Converted to FTE,Personal reasons
1677,EMP339,Deployed,05-02-2024,Orenvast Bank,Deployed on joining date
1678,EMP339,Contract Renewal,03-08-2024,6 months extension,First renewal review
1679,EMP340,Bench Start,12-11-2023,4 days,Client BGV Delay
1680,EMP340,Bench End,16-11-2023,4 days on bench,Deployment commenced
1681,EMP340,Deployed,16-11-2023,Zephryn Technologies,Initial deployment
1682,EMP340,Contract Closure,14-05-2024,Project ended,Client Decision
1683,EMP340,Bill Rate Revision,15-11-2024,INR 4825.0,Annual rate revision
1684,EMP340,Resigned,31-12-2024,Resigned,Performance issue
1685,EMP341,Bench Start,27-11-2023,16 days,Client BGV Delay
1686,EMP341,Bench End,13-12-2023,16 days on bench,Deployment commenced
1687,EMP341,Deployed,13-12-2023,Brackenfield Bank,Initial deployment
1688,EMP341,Contract Renewal,10-06-2024,6 months extension,First renewal review
1689,EMP341,Appraisal,26-11-2024,5.1%,Annual appraisal cycle
1690,EMP341,Resigned,09-11-2024,Resigned,Client absorption
1691,EMP342,Bench Start,25-06-2023,27 days,Client BGV Delay
1692,EMP342,Bench End,22-07-2023,27 days on bench,Deployment commenced
1693,EMP342,Deployed,22-07-2023,Brackenfield Bank,Initial deployment
1694,EMP342,Contract Renewal,18-01-2024,6 months extension,First renewal review
1695,EMP342,Appraisal,24-06-2024,6.0%,Annual appraisal cycle
1696,EMP342,Released,12-09-2024,Released,Budget cut
1697,EMP343,Bench Start,14-03-2024,5 days,Visa Processing
1698,EMP343,Bench End,19-03-2024,5 days on bench,Deployment commenced
1699,EMP343,Deployed,19-03-2024,Veluxtra Infotech,Initial deployment
1700,EMP343,Contract Renewal,15-09-2024,6 months extension,First renewal review
1701,EMP344,Deployed,17-12-2023,Luminae Financial,Deployed on joining date
1702,EMP344,Contract Closure,14-06-2024,Project ended,Budget Cut
1703,EMP344,Contract Closure,11-12-2024,Project ended,Budget Cut
1704,EMP344,Converted to FTE,12-12-2024,Converted to FTE,Budget cut
1705,EMP345,Deployed,29-07-2023,Zephryn Technologies,Deployed on joining date
1706,EMP345,Contract Renewal,25-01-2024,6 months extension,First renewal review
1707,EMP345,Released,10-10-2024,Released,Contract ended
1708,EMP346,Bench Start,09-06-2023,7 days,Client BGV Delay
1709,EMP346,Bench End,16-06-2023,7 days on bench,Deployment commenced
1710,EMP346,Deployed,16-06-2023,Altovex Systems,Initial deployment
1711,EMP346,Contract Renewal,13-12-2023,6 months extension,First renewal review
1712,EMP346,Bill Rate Revision,15-06-2024,USD 27.38,Annual rate revision
1713,EMP346,Appraisal,08-06-2024,10.2%,Annual appraisal cycle
1714,EMP346,Contract Closure,10-06-2024,Project ended,Budget Cut
1715,EMP346,Converted to FTE,29-10-2024,Converted to FTE,Personal reasons
1716,EMP347,Bench Start,01-03-2024,6 days,Client BGV Delay
1717,EMP347,Bench End,07-03-2024,6 days on bench,Deployment commenced
1718,EMP347,Deployed,07-03-2024,Brackenfield Bank,Initial deployment
1719,EMP347,Contract Renewal,03-09-2024,6 months extension,First renewal review
1720,EMP348,Bench Start,30-01-2024,6 days,Role Redefinition
1721,EMP348,Bench End,05-02-2024,6 days on bench,Deployment commenced
1722,EMP348,Deployed,05-02-2024,Zephryn Technologies,Initial deployment
1723,EMP348,Contract Renewal,03-08-2024,6 months extension,First renewal review
1724,EMP349,Bench Start,09-03-2024,14 days,Client Budget Hold
1725,EMP349,Bench End,23-03-2024,14 days on bench,Deployment commenced
1726,EMP349,Deployed,23-03-2024,Orenvast Bank,Initial deployment
1727,EMP349,Contract Renewal,19-09-2024,6 months extension,First renewal review
1728,EMP350,Deployed,10-04-2023,Veluxtra Infotech,Deployed on joining date
1729,EMP350,Contract Renewal,07-10-2023,6 months extension,First renewal review
1730,EMP350,Bill Rate Revision,09-04-2024,INR 4337.59,Annual rate revision
1731,EMP350,Appraisal,09-04-2024,11.8%,Annual appraisal cycle
1732,EMP350,Resigned,21-05-2024,Resigned,Performance issue
1733,EMP351,Bench Start,22-04-2023,7 days,Internal Approvals
1734,EMP351,Bench End,29-04-2023,7 days on bench,Deployment commenced
1735,EMP351,Deployed,29-04-2023,Orenvast Bank,Initial deployment
1736,EMP351,Contract Renewal,26-10-2023,6 months extension,First renewal review
1737,EMP351,Bill Rate Revision,28-04-2024,USD 18.14,Annual rate revision
1738,EMP351,Resigned,19-02-2024,Resigned,Client absorption
1739,EMP352,Deployed,30-09-2023,Veluxtra Infotech,Deployed on joining date
1740,EMP352,Contract Renewal,28-03-2024,6 months extension,First renewal review
1741,EMP352,Appraisal,29-09-2024,10.5%,Annual appraisal cycle
1742,EMP352,Contract Renewal,24-09-2024,6 months extension,Second renewal review
1743,EMP353,Bench Start,23-05-2023,1 days,Visa Processing
1744,EMP353,Bench End,24-05-2023,1 days on bench,Deployment commenced
1745,EMP353,Deployed,24-05-2023,Orenvast Bank,Initial deployment
1746,EMP353,Contract Renewal,20-11-2023,6 months extension,First renewal review
1747,EMP353,Appraisal,22-05-2024,7.0%,Annual appraisal cycle
1748,EMP353,Released,20-09-2024,Released,Performance issue
1749,EMP354,Bench Start,25-03-2023,13 days,Internal Approvals
1750,EMP354,Bench End,07-04-2023,13 days on bench,Deployment commenced
1751,EMP354,Deployed,07-04-2023,Veluxtra Infotech,Initial deployment
1752,EMP354,Contract Closure,04-10-2023,Project ended,Performance
1753,EMP354,Contract Renewal,01-04-2024,6 months extension,Second renewal review
1754,EMP355,Deployed,30-01-2023,Brackenfield Bank,Deployed on joining date
1755,EMP355,Contract Renewal,29-07-2023,6 months extension,First renewal review
1756,EMP355,Appraisal,30-01-2024,13.8%,Annual appraisal cycle
1757,EMP355,Contract Renewal,25-01-2024,6 months extension,Second renewal review
1758,EMP355,Converted to FTE,21-09-2023,Converted to FTE,Personal reasons
1759,EMP356,Bench Start,23-03-2024,7 days,Documentation Pending
1760,EMP356,Bench End,30-03-2024,7 days on bench,Deployment commenced
1761,EMP356,Deployed,30-03-2024,Altovex Systems,Initial deployment
1762,EMP356,Contract Closure,26-09-2024,Project ended,Budget Cut
1763,EMP357,Deployed,09-02-2024,Brackenfield Bank,Deployed on joining date
1764,EMP357,Contract Renewal,07-08-2024,6 months extension,First renewal review
1765,EMP358,Bench Start,04-05-2024,6 days,Internal Approvals
1766,EMP358,Bench End,10-05-2024,6 days on bench,Deployment commenced
1767,EMP358,Deployed,10-05-2024,Zephryn Technologies,Initial deployment
1768,EMP358,Contract Renewal,06-11-2024,6 months extension,First renewal review
1769,EMP359,Bench Start,15-03-2023,10 days,Client Budget Hold
1770,EMP359,Bench End,25-03-2023,10 days on bench,Deployment commenced
1771,EMP359,Deployed,25-03-2023,Orenvast Bank,Initial deployment
1772,EMP359,Contract Renewal,21-09-2023,6 months extension,First renewal review
1773,EMP359,Appraisal,14-03-2024,6.7%,Annual appraisal cycle
1774,EMP359,Contract Renewal,19-03-2024,6 months extension,Second renewal review
1775,EMP360,Bench Start,01-06-2023,20 days,Client Budget Hold
1776,EMP360,Bench End,21-06-2023,20 days on bench,Deployment commenced
1777,EMP360,Deployed,21-06-2023,Orenvast Bank,Initial deployment
1778,EMP360,Contract Renewal,18-12-2023,6 months extension,First renewal review
1779,EMP360,Appraisal,31-05-2024,9.0%,Annual appraisal cycle
1780,EMP360,Contract Renewal,15-06-2024,6 months extension,Second renewal review
1781,EMP360,Converted to FTE,18-02-2024,Converted to FTE,Client absorption
1782,EMP361,Bench Start,02-04-2023,7 days,Visa Processing
1783,EMP361,Bench End,09-04-2023,7 days on bench,Deployment commenced
1784,EMP361,Deployed,09-04-2023,Zephryn Technologies,Initial deployment
1785,EMP361,Contract Renewal,06-10-2023,6 months extension,First renewal review
1786,EMP361,Resigned,18-04-2024,Resigned,Performance issue
1787,EMP362,Bench Start,07-03-2023,7 days,Client Budget Hold
1788,EMP362,Bench End,14-03-2023,7 days on bench,Deployment commenced
1789,EMP362,Deployed,14-03-2023,Veluxtra Infotech,Initial deployment
1790,EMP362,Contract Closure,10-09-2023,Project ended,Performance
1791,EMP362,Bill Rate Revision,13-03-2024,INR 4770.4,Annual rate revision
1792,EMP362,Appraisal,06-03-2024,9.4%,Annual appraisal cycle
1793,EMP362,Resigned,24-08-2024,Resigned,Contract ended
1794,EMP363,Bench Start,31-03-2023,23 days,Client BGV Delay
1795,EMP363,Bench End,23-04-2023,23 days on bench,Deployment commenced
1796,EMP363,Deployed,23-04-2023,Zephryn Technologies,Initial deployment
1797,EMP363,Contract Renewal,20-10-2023,6 months extension,First renewal review
1798,EMP363,Appraisal,30-03-2024,13.5%,Annual appraisal cycle
1799,EMP363,Resigned,23-04-2024,Resigned,Budget cut
1800,EMP364,Bench Start,12-07-2023,25 days,Internal Approvals
1801,EMP364,Bench End,06-08-2023,25 days on bench,Deployment commenced
1802,EMP364,Deployed,06-08-2023,Altovex Systems,Initial deployment
1803,EMP364,Contract Closure,02-02-2024,Project ended,Client Decision
1804,EMP364,Bill Rate Revision,05-08-2024,USD 25.52,Annual rate revision
1805,EMP364,Appraisal,11-07-2024,9.1%,Annual appraisal cycle
1806,EMP364,Resigned,03-07-2024,Resigned,Better opportunity
1807,EMP365,Bench Start,03-10-2023,13 days,Role Redefinition
1808,EMP365,Bench End,16-10-2023,13 days on bench,Deployment commenced
1809,EMP365,Deployed,16-10-2023,Luminae Financial,Initial deployment
1810,EMP365,Contract Renewal,13-04-2024,6 months extension,First renewal review
1811,EMP365,Appraisal,02-10-2024,7.0%,Annual appraisal cycle
1812,EMP365,Resigned,06-05-2024,Resigned,Budget cut
1813,EMP366,Bench Start,30-05-2023,7 days,Visa Processing
1814,EMP366,Bench End,06-06-2023,7 days on bench,Deployment commenced
1815,EMP366,Deployed,06-06-2023,Veluxtra Infotech,Initial deployment
1816,EMP366,Contract Closure,03-12-2023,Project ended,Client Decision
1817,EMP366,Bill Rate Revision,05-06-2024,INR 3360.93,Annual rate revision
1818,EMP366,Contract Renewal,31-05-2024,6 months extension,Second renewal review
1819,EMP366,Converted to FTE,03-09-2024,Converted to FTE,Better opportunity
1820,EMP367,Bench Start,28-06-2024,5 days,Visa Processing
1821,EMP367,Bench End,03-07-2024,5 days on bench,Deployment commenced
1822,EMP367,Deployed,03-07-2024,Altovex Systems,Initial deployment
1823,EMP367,Contract Renewal,30-12-2024,6 months extension,First renewal review
1824,EMP368,Deployed,21-10-2023,Veluxtra Infotech,Deployed on joining date
1825,EMP368,Contract Renewal,18-04-2024,6 months extension,First renewal review
1826,EMP368,Bill Rate Revision,20-10-2024,INR 4850.63,Annual rate revision
1827,EMP368,Appraisal,20-10-2024,8.0%,Annual appraisal cycle
1828,EMP368,Contract Renewal,15-10-2024,6 months extension,Second renewal review
1829,EMP368,Converted to FTE,21-11-2024,Converted to FTE,Performance issue
1830,EMP369,Bench Start,19-05-2024,20 days,Client BGV Delay
1831,EMP369,Bench End,08-06-2024,20 days on bench,Deployment commenced
1832,EMP369,Deployed,08-06-2024,Veluxtra Infotech,Initial deployment
1833,EMP369,Contract Closure,05-12-2024,Project ended,Performance
1834,EMP369,Resigned,31-12-2024,Resigned,Personal reasons
1835,EMP370,Bench Start,20-06-2024,15 days,Documentation Pending
1836,EMP370,Bench End,05-07-2024,15 days on bench,Deployment commenced
1837,EMP370,Deployed,05-07-2024,Orenvast Bank,Initial deployment
1838,EMP371,Deployed,08-02-2024,Luminae Financial,Deployed on joining date
1839,EMP371,Contract Renewal,06-08-2024,6 months extension,First renewal review
1840,EMP371,Converted to FTE,11-09-2024,Converted to FTE,Client absorption
1841,EMP372,Bench Start,28-03-2023,2 days,Role Redefinition
1842,EMP372,Bench End,30-03-2023,2 days on bench,Deployment commenced
1843,EMP372,Deployed,30-03-2023,Veluxtra Infotech,Initial deployment
1844,EMP372,Contract Renewal,26-09-2023,6 months extension,First renewal review
1845,EMP372,Resigned,11-04-2024,Resigned,Budget cut
1846,EMP373,Bench Start,06-12-2023,29 days,Client Budget Hold
1847,EMP373,Bench End,04-01-2024,29 days on bench,Deployment commenced
1848,EMP373,Deployed,04-01-2024,Altovex Systems,Initial deployment
1849,EMP373,Contract Renewal,02-07-2024,6 months extension,First renewal review
1850,EMP373,Contract Renewal,29-12-2024,6 months extension,Second renewal review
1851,EMP374,Bench Start,09-01-2023,10 days,Visa Processing
1852,EMP374,Bench End,19-01-2023,10 days on bench,Deployment commenced
1853,EMP374,Deployed,19-01-2023,Brackenfield Bank,Initial deployment
1854,EMP374,Contract Closure,18-07-2023,Project ended,Client Decision
1855,EMP374,Bill Rate Revision,19-01-2024,USD 19.42,Annual rate revision
1856,EMP374,Appraisal,09-01-2024,5.2%,Annual appraisal cycle
1857,EMP374,Contract Renewal,14-01-2024,6 months extension,Second renewal review
1858,EMP375,Bench Start,16-07-2023,4 days,Client Budget Hold
1859,EMP375,Bench End,20-07-2023,4 days on bench,Deployment commenced
1860,EMP375,Deployed,20-07-2023,Orenvast Bank,Initial deployment
1861,EMP375,Contract Closure,16-01-2024,Project ended,Project Completion
1862,EMP375,Bill Rate Revision,19-07-2024,USD 20.5,Annual rate revision
1863,EMP375,Appraisal,15-07-2024,13.2%,Annual appraisal cycle
1864,EMP375,Resigned,10-11-2024,Resigned,Client absorption
1865,EMP376,Deployed,28-04-2024,Brackenfield Bank,Deployed on joining date
1866,EMP376,Contract Closure,25-10-2024,Project ended,Budget Cut
1867,EMP377,Deployed,25-06-2024,Veluxtra Infotech,Deployed on joining date
1868,EMP377,Contract Renewal,22-12-2024,6 months extension,First renewal review
1869,EMP378,Bench Start,18-12-2023,14 days,Documentation Pending
1870,EMP378,Bench End,01-01-2024,14 days on bench,Deployment commenced
1871,EMP378,Deployed,01-01-2024,Zephryn Technologies,Initial deployment
1872,EMP378,Contract Renewal,29-06-2024,6 months extension,First renewal review
1873,EMP378,Bill Rate Revision,31-12-2024,INR 3150.0,Annual rate revision
1874,EMP378,Contract Renewal,26-12-2024,6 months extension,Second renewal review
1875,EMP379,Bench Start,14-07-2023,14 days,Client BGV Delay
1876,EMP379,Bench End,28-07-2023,14 days on bench,Deployment commenced
1877,EMP379,Deployed,28-07-2023,Orenvast Bank,Initial deployment
1878,EMP379,Contract Closure,24-01-2024,Project ended,Project Completion
1879,EMP379,Bill Rate Revision,27-07-2024,USD 10.26,Annual rate revision
1880,EMP379,Appraisal,13-07-2024,8.7%,Annual appraisal cycle
1881,EMP379,Contract Renewal,22-07-2024,6 months extension,Second renewal review
1882,EMP380,Bench Start,02-10-2023,5 days,Visa Processing
1883,EMP380,Bench End,07-10-2023,5 days on bench,Deployment commenced
1884,EMP380,Deployed,07-10-2023,Brackenfield Bank,Initial deployment
1885,EMP380,Contract Renewal,04-04-2024,6 months extension,First renewal review
1886,EMP380,Bill Rate Revision,06-10-2024,USD 21.38,Annual rate revision
1887,EMP380,Contract Renewal,01-10-2024,6 months extension,Second renewal review
1888,EMP381,Bench Start,29-11-2023,6 days,Internal Approvals
1889,EMP381,Bench End,05-12-2023,6 days on bench,Deployment commenced
1890,EMP381,Deployed,05-12-2023,Orenvast Bank,Initial deployment
1891,EMP381,Contract Closure,02-06-2024,Project ended,Project Completion
1892,EMP381,Bill Rate Revision,04-12-2024,USD 16.6,Annual rate revision
1893,EMP381,Appraisal,28-11-2024,8.0%,Annual appraisal cycle
1894,EMP381,Contract Renewal,29-11-2024,6 months extension,Second renewal review
1895,EMP382,Bench Start,20-03-2024,4 days,Internal Approvals
1896,EMP382,Bench End,24-03-2024,4 days on bench,Deployment commenced
1897,EMP382,Deployed,24-03-2024,Orenvast Bank,Initial deployment
1898,EMP382,Contract Closure,20-09-2024,Project ended,Performance
1899,EMP383,Deployed,10-04-2024,Luminae Financial,Deployed on joining date
1900,EMP383,Contract Closure,07-10-2024,Project ended,Project Completion
1901,EMP384,Bench Start,13-12-2023,7 days,Role Redefinition
1902,EMP384,Bench End,20-12-2023,7 days on bench,Deployment commenced
1903,EMP384,Deployed,20-12-2023,Brackenfield Bank,Initial deployment
1904,EMP384,Contract Renewal,17-06-2024,6 months extension,First renewal review
1905,EMP384,Bill Rate Revision,19-12-2024,USD 11.18,Annual rate revision
1906,EMP384,Appraisal,12-12-2024,9.6%,Annual appraisal cycle
1907,EMP384,Contract Renewal,14-12-2024,6 months extension,Second renewal review
1908,EMP385,Deployed,01-03-2024,Zephryn Technologies,Deployed on joining date
1909,EMP385,Contract Renewal,28-08-2024,6 months extension,First renewal review
1910,EMP385,Converted to FTE,29-10-2024,Converted to FTE,Contract ended
1911,EMP386,Bench Start,01-01-2024,1 days,Role Redefinition
1912,EMP386,Bench End,02-01-2024,1 days on bench,Deployment commenced
1913,EMP386,Deployed,02-01-2024,Zephryn Technologies,Initial deployment
1914,EMP386,Contract Closure,30-06-2024,Project ended,Project Completion
1915,EMP386,Appraisal,31-12-2024,11.4%,Annual appraisal cycle
1916,EMP386,Contract Renewal,27-12-2024,6 months extension,Second renewal review
1917,EMP387,Bench Start,20-03-2023,8 days,Internal Approvals
1918,EMP387,Bench End,28-03-2023,8 days on bench,Deployment commenced
1919,EMP387,Deployed,28-03-2023,Altovex Systems,Initial deployment
1920,EMP387,Contract Renewal,24-09-2023,6 months extension,First renewal review
1921,EMP387,Bill Rate Revision,27-03-2024,USD 15.83,Annual rate revision
1922,EMP387,Appraisal,19-03-2024,7.3%,Annual appraisal cycle
1923,EMP387,Contract Renewal,22-03-2024,6 months extension,Second renewal review
1924,EMP388,Bench Start,09-09-2023,11 days,Documentation Pending
1925,EMP388,Bench End,20-09-2023,11 days on bench,Deployment commenced
1926,EMP388,Deployed,20-09-2023,Orenvast Bank,Initial deployment
1927,EMP388,Contract Closure,18-03-2024,Project ended,Performance
1928,EMP388,Resigned,30-11-2024,Resigned,Contract ended
1929,EMP389,Bench Start,16-04-2024,30 days,Internal Approvals
1930,EMP389,Bench End,16-05-2024,30 days on bench,Deployment commenced
1931,EMP389,Deployed,16-05-2024,Orenvast Bank,Initial deployment
1932,EMP389,Contract Renewal,12-11-2024,6 months extension,First renewal review
1933,EMP390,Deployed,20-03-2023,Orenvast Bank,Deployed on joining date
1934,EMP390,Contract Renewal,16-09-2023,6 months extension,First renewal review
1935,EMP390,Bill Rate Revision,19-03-2024,USD 16.56,Annual rate revision
1936,EMP390,Appraisal,19-03-2024,12.7%,Annual appraisal cycle
1937,EMP390,Resigned,04-04-2024,Resigned,Budget cut
1938,EMP391,Bench Start,22-09-2023,5 days,Visa Processing
1939,EMP391,Bench End,27-09-2023,5 days on bench,Deployment commenced
1940,EMP391,Deployed,27-09-2023,Brackenfield Bank,Initial deployment
1941,EMP391,Contract Renewal,25-03-2024,6 months extension,First renewal review
1942,EMP391,Bill Rate Revision,26-09-2024,USD 10.02,Annual rate revision
1943,EMP391,Appraisal,21-09-2024,13.3%,Annual appraisal cycle
1944,EMP391,Contract Closure,21-09-2024,Project ended,Client Decision
1945,EMP391,Converted to FTE,24-10-2024,Converted to FTE,Client absorption
1946,EMP392,Bench Start,18-06-2023,1 days,Client Budget Hold
1947,EMP392,Bench End,19-06-2023,1 days on bench,Deployment commenced
1948,EMP392,Deployed,19-06-2023,Zephryn Technologies,Initial deployment
1949,EMP392,Contract Renewal,16-12-2023,6 months extension,First renewal review
1950,EMP392,Contract Closure,13-06-2024,Project ended,Budget Cut
1951,EMP393,Bench Start,15-02-2023,5 days,Role Redefinition
1952,EMP393,Bench End,20-02-2023,5 days on bench,Deployment commenced
1953,EMP393,Deployed,20-02-2023,Zephryn Technologies,Initial deployment
1954,EMP393,Contract Closure,19-08-2023,Project ended,Client Decision
1955,EMP393,Appraisal,15-02-2024,10.5%,Annual appraisal cycle
1956,EMP393,Resigned,11-03-2024,Resigned,Client absorption
1957,EMP394,Bench Start,25-10-2023,2 days,Role Redefinition
1958,EMP394,Bench End,27-10-2023,2 days on bench,Deployment commenced
1959,EMP394,Deployed,27-10-2023,Brackenfield Bank,Initial deployment
1960,EMP394,Contract Renewal,24-04-2024,6 months extension,First renewal review
1961,EMP394,Bill Rate Revision,26-10-2024,USD 8.91,Annual rate revision
1962,EMP394,Contract Renewal,21-10-2024,6 months extension,Second renewal review
1963,EMP394,Converted to FTE,31-12-2024,Converted to FTE,Client absorption
1964,EMP395,Deployed,24-05-2024,Brackenfield Bank,Deployed on joining date
1965,EMP395,Contract Renewal,20-11-2024,6 months extension,First renewal review
1966,EMP395,Released,31-12-2024,Released,Budget cut
1967,EMP396,Deployed,16-04-2024,Luminae Financial,Deployed on joining date
1968,EMP396,Contract Renewal,13-10-2024,6 months extension,First renewal review
1969,EMP396,Resigned,31-12-2024,Resigned,Performance issue
1970,EMP397,Deployed,05-04-2024,Veluxtra Infotech,Deployed on joining date
1971,EMP397,Contract Closure,02-10-2024,Project ended,Project Completion
1972,EMP398,Deployed,21-04-2024,Zephryn Technologies,Deployed on joining date
1973,EMP398,Contract Renewal,18-10-2024,6 months extension,First renewal review
1974,EMP399,Deployed,25-01-2024,Luminae Financial,Deployed on joining date
1975,EMP399,Contract Renewal,23-07-2024,6 months extension,First renewal review
1976,EMP400,Bench Start,14-03-2024,7 days,Client BGV Delay
1977,EMP400,Bench End,21-03-2024,7 days on bench,Deployment commenced
1978,EMP400,Deployed,21-03-2024,Orenvast Bank,Initial deployment
1979,EMP400,Contract Renewal,17-09-2024,6 months extension,First renewal review
1980,EMP401,Bench Start,21-11-2023,1 days,Client Budget Hold
1981,EMP401,Bench End,22-11-2023,1 days on bench,Deployment commenced
1982,EMP401,Deployed,22-11-2023,Veluxtra Infotech,Initial deployment
1983,EMP401,Contract Closure,20-05-2024,Project ended,Performance
1984,EMP401,Bill Rate Revision,21-11-2024,INR 2999.78,Annual rate revision
1985,EMP401,Released,31-12-2024,Released,Better opportunity
1986,EMP402,Bench Start,08-01-2024,17 days,Role Redefinition
1987,EMP402,Bench End,25-01-2024,17 days on bench,Deployment commenced
1988,EMP402,Deployed,25-01-2024,Orenvast Bank,Initial deployment
1989,EMP402,Contract Renewal,23-07-2024,6 months extension,First renewal review
1990,EMP402,Resigned,31-12-2024,Resigned,Budget cut
1991,EMP403,Bench Start,12-04-2023,1 days,Client BGV Delay
1992,EMP403,Bench End,13-04-2023,1 days on bench,Deployment commenced
1993,EMP403,Deployed,13-04-2023,Altovex Systems,Initial deployment
1994,EMP403,Contract Closure,10-10-2023,Project ended,Performance
1995,EMP403,Appraisal,11-04-2024,14.5%,Annual appraisal cycle
1996,EMP403,Contract Closure,07-04-2024,Project ended,Client Decision
1997,EMP403,Converted to FTE,16-01-2024,Converted to FTE,Budget cut
1998,EMP404,Bench Start,10-02-2024,10 days,Internal Approvals
1999,EMP404,Bench End,20-02-2024,10 days on bench,Deployment commenced
2000,EMP404,Deployed,20-02-2024,Altovex Systems,Initial deployment
2001,EMP404,Contract Renewal,18-08-2024,6 months extension,First renewal review
2002,EMP404,Released,31-12-2024,Released,Client absorption
2003,EMP405,Deployed,24-06-2023,Veluxtra Infotech,Deployed on joining date
2004,EMP405,Contract Renewal,21-12-2023,6 months extension,First renewal review
2005,EMP405,Appraisal,23-06-2024,9.6%,Annual appraisal cycle
2006,EMP405,Contract Closure,18-06-2024,Project ended,Client Decision
2007,EMP405,Converted to FTE,29-04-2024,Converted to FTE,Better opportunity
2008,EMP406,Bench Start,31-05-2024,19 days,Role Redefinition
2009,EMP406,Bench End,19-06-2024,19 days on bench,Deployment commenced
2010,EMP406,Deployed,19-06-2024,Veluxtra Infotech,Initial deployment
2011,EMP406,Contract Closure,16-12-2024,Project ended,Budget Cut
2012,EMP407,Deployed,27-01-2024,Veluxtra Infotech,Deployed on joining date
2013,EMP407,Contract Renewal,25-07-2024,6 months extension,First renewal review
2014,EMP407,Released,31-12-2024,Released,Contract ended
2015,EMP408,Deployed,24-01-2023,Luminae Financial,Deployed on joining date
2016,EMP408,Contract Renewal,23-07-2023,6 months extension,First renewal review
2017,EMP408,Bill Rate Revision,24-01-2024,INR 1555.99,Annual rate revision
